created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Aug 31 01:13:39 +0000 2022;1,56478E+18;Lantaran kondisi jalan buruk, warga Pekon Atar Lebar, Kecamatan Bandar Negeri Semoung, Kabupaten Tan...  #Berdikari #Tanggamus #JalanRusak #WargaTanggamusLampun  https://t.co/PddbLzsGRt;0;0;0;0;in;1,42391E+18;1,56478E+18;berdikari_news;https://twitter.com/berdikari_news/status/1564783443132551168
Wed Aug 31 00:54:03 +0000 2022;1,56478E+18;Warga Soppeng Perbaiki Jalan Milik Pemerintah: Saya Semen, Kalau Rusak Saya Semen Lagi: Sebuah postingan warganet di grup Facebook Berita kejadian Soppeng, ramai mendapat respons positi. Pasalnya… https://t.co/XnDqWpJG2p #Soppeng #WargaSoppeng #Jalanrusak #Perbaikijalan #Jalan;0;0;0;0;in;123757780;1,56478E+18;terkinidotid;https://twitter.com/terkinidotid/status/1564778507963875328
Tue Aug 30 10:10:37 +0000 2022;1,56456E+18;"#JalanRusak #Abdya #AcehBaratDaya   Insya Allah, kalau tidak ada hambatan, bulan September 2022 ini jalan tersebut mulai dikerjakan dengan panjang tiga kilometer,""  https://t.co/uIwjPm8k7Z""";0;0;0;0;in;64635651;1,56456E+18;serambinews;https://twitter.com/serambinews/status/1564556184207912961
Mon Aug 29 13:47:06 +0000 2022;1,56425E+18;Pemerintah Kota Bandar Lampung mulai melakukan perbaikan 50 jalan lingkungan di tahun anggaran 2022. #perbaikanjalan #jalanrusak #infrastructure #beritalampung #lampungpost https://t.co/psHHcpyr0G;0;0;0;0;in;9,61852E+17;1,56425E+18;lampungpost_;https://twitter.com/lampungpost_/status/1564248276408233984
Fri Aug 26 06:37:15 +0000 2022;1,56305E+18;WARGA Dusun Sukapura, Desa Tanjungjaya, Kecamatan Palas, Lampung Selatan, menanami jembatan di ruas jalan utama setempat yang ambrol dengan pohon pisang.    #Lampungselatan #Jalanrusak #Lampungpostid https://t.co/pl7wEaUOMq;0;0;0;0;in;1,07967E+18;1,56305E+18;lampungpostid;https://twitter.com/lampungpostid/status/1563052939010519041
Thu Aug 25 14:23:27 +0000 2022;1,56281E+18;#JalanRusak #Lhokseumawe  Jalan lintas Simpang Kandang-Simpang Keuramat yang masih dalam wilayah Kota Lhokseumawe, sudah hampir 10 tahun rusak parah.  https://t.co/hQ8IYuTwHH;0;0;0;0;in;64635651;1,56281E+18;serambinews;https://twitter.com/serambinews/status/1562807873502973952
Thu Aug 25 04:41:55 +0000 2022;1,56266E+18;Kerusakan jalan kabupaten di Desa Carangrejo, Kecamatan Kesamben makin berat. Saking banyaknya lubang, jalan rusak membentuk seperti pulau. Permukaan aspal sudah tak rata karena lebih banyak lubang baik di bahu hingga badan jalan. #Jombang #jalanrusak  https://t.co/pHe1xUdeNc;0;0;0;0;in;1,0647E+18;1,56266E+18;radarjombang;https://twitter.com/radarjombang/status/1562661527513370624
Wed Aug 24 10:12:51 +0000 2022;1,56238E+18;Pemerintah Kota (Pemkot) Metro akan segera melakukan percepatan perbaikan gorong-gorong yang ambrol di Kelurahan Imopuro, Metro Pusat. #pembangunan #jalanrusak #beritametro #lampungpost https://t.co/698uSthm5D;0;0;0;0;in;9,61852E+17;1,56238E+18;lampungpost_;https://twitter.com/lampungpost_/status/1562382419696570368
Wed Aug 24 08:31:22 +0000 2022;1,56236E+18;Silakan bisa langsung melakukan pengaduan melalui tautan yang tertera di infografis di atas dan bisa kunjungi instagram @jalan_kotacimahi 😊#infocimahi #jalanrusak #jembatancimahi https://t.co/8IrZOgEHPl;0;0;0;0;in;574546780;1,56236E+18;infocimahico;https://twitter.com/infocimahico/status/1562356882014031872
Tue Aug 23 12:19:30 +0000 2022;1,56205E+18;Terputusnya jalan inspeksi yang berada di RT 18 RW 03, Kelurahan Imopuro, Kecamatan Metro Pusat menjadi keluhan masyarakat. #jalanrusak #infrastructure #beritametro #lampungpost https://t.co/PpZG735yhy;0;0;0;0;in;9,61852E+17;1,56205E+18;lampungpost_;https://twitter.com/lampungpost_/status/1562051905731596288
Tue Aug 23 11:31:36 +0000 2022;1,56204E+18;Pemuda Kedung Pengawas Peduli Lingkungan Lakukan Aksi Perbaiki Jalan Raya Babelan Secara Swadaya  #aksipeduli #jalanrusak #infrastruktur  https://t.co/ZHpU5q1Kfa;0;0;0;0;in;15216418;1,56204E+18;bisot;https://twitter.com/bisot/status/1562039851133702144
Tue Aug 23 05:02:23 +0000 2022;1,56194E+18;Jalan Simpang Saprodi, Desa Abung Jayo , Kecamatan Abung Selatan, Kabupaten Lampung Utara, rusak ...  #Kupastuntas.co #jalanrusak #lampungutara #jalanrusakpa  https://t.co/T1Jd4tIIDg;0;0;0;0;in;8,498E+17;1,56194E+18;kupastuntasnew;https://twitter.com/kupastuntasnew/status/1561941900382568448
Mon Aug 22 12:50:43 +0000 2022;1,5617E+18;Pemerintah Kabupaten (Pemkab) Lampung Selatan (Lamsel) merespons usulan perbaikan jalan di Desa Pematangbaru, Kecamatan Palas. #jalanrusak #desapematangbaru #beritalampung #lampungpost https://t.co/h9qP7ZwQ5C;0;0;0;0;in;9,61852E+17;1,5617E+18;lampungpost_;https://twitter.com/lampungpost_/status/1561697374069993472
Sat Aug 20 11:11:17 +0000 2022;1,56095E+18;Jalan Penghubung Jakarta-Bekasi Rusak #updatebekasi #jalanrusak https://t.co/XRGsKCpSmr;0;0;0;0;in;1,5151E+18;1,56095E+18;Updatebekasi2;https://twitter.com/Updatebekasi2/status/1560947574684598272
Thu Aug 18 02:02:35 +0000 2022;1,56008E+18;Info Terkini, 18 Agustus 2022  Berau Warga di lima kampung pedalaman Di Kecamatan Segah mengeluhkan kerusakan jalan penghubung  #infoterkini #tvrinews #mediapemersatubangsa #berau #infoberau #jalanrusak #tambang #perusahaan #mengeluh #warga https://t.co/8NypzQaC4A;0;0;0;0;in;7,67532E+17;1,56008E+18;TVRIKALTIM_;https://twitter.com/TVRIKALTIM_/status/1560084714454597633
Tue Aug 16 11:38:21 +0000 2022;1,5595E+18;Lantaran tak kunjung diperbaiki, sejumlah warga Desa Pematangbaru, Kecamatan Palas, Lampung Selatan, menggelar protes dengan menanam padi di tengah ruas jalan utama desa setempat. #jalanrusak #infrastructure #beritalampung #lampungpost https://t.co/R1Tho58fjU;0;0;0;0;in;9,61852E+17;1,5595E+18;lampungpost_;https://twitter.com/lampungpost_/status/1559504834478620673
Tue Aug 16 08:00:01 +0000 2022;1,55945E+18;Unik nih! Di momentum hari kemerdekaan, komunitas nalar Pandeglang gelar lomba swa foto jalan rusak. #kemerdekaan #momentum #lombaHUTRI #jalanrusak #foto  https://t.co/qrOVQs7e4d;0;0;0;0;in;1,31338E+18;1,55945E+18;poskotanetwork;https://twitter.com/poskotanetwork/status/1559449889762934785
Tue Aug 16 06:08:09 +0000 2022;1,55942E+18;Wabup Pasuruan Sidak Perbaikan Jalan Rusak di Kedungboto.  Pasuruan (https://t.co/ksziGGG4m3) – Usai diprotes warga dengan menanam pohon pisang, jalan rusak di Desa Kedungboto, Kecamatan Beji, Kabupaten Pasuruan… https://t.co/9J6TfC66SA #jalanrusak #jatim #pasuruan #peristiwa;0;0;0;0;in;21287066;1,55942E+18;beritajatimcom;https://twitter.com/beritajatimcom/status/1559421735744598017
Sun Aug 14 11:38:43 +0000 2022;1,55878E+18;Jalan Ratu Alamsyah Perwira Negara (RAPN) Jalur dua Kotabumi,  Lampung Utara, yang banyak berlubang dan bergelobang kini tengah dilakukan perbaikan tambal sulam, Minggu 14 Agustus 2022.  #Jalanrusak #RAPN #Beritaterkini #Lampungpost https://t.co/u09D9Fn8y9;0;0;0;0;in;9,61852E+17;1,55878E+18;lampungpost_;https://twitter.com/lampungpost_/status/1558780150070018049
Sun Aug 14 08:47:13 +0000 2022;1,55874E+18;[3-end] jalan di jalan rusak ini. [dhany] #PatriaNews #InfoPatria #RadioPatria #Blitar #PemkabBlitar #DinasPUPRKabupatenBlitar #KeluhanWarga #JalanRusak #KerusakanJalan #JalanBerlubang #PerbaikanJalan #BupatiBlitar #VideoViral #Viral #VideoNetizen #VideoWargaPatria #VideoWargaNet;0;0;0;0;in;100132119;1,55874E+18;radiopatria;https://twitter.com/radiopatria/status/1558736990413078528
Sat Aug 13 14:29:36 +0000 2022;1,55846E+18;Jalan di Garut Banyak yang Rusak, Warga Buat Meme Sindir Pemda #updategarut #jalanrusak #pemdagarut #garut https://t.co/mcqv3h9p2j;0;0;0;0;in;1,5151E+18;1,55846E+18;Updategarut1;https://twitter.com/Updategarut1/status/1558460768059740160
Fri Aug 12 05:25:55 +0000 2022;1,55796E+18;Viral Lomba Foto Jalan Rusak di Sragen untuk Peringati HUT ke-77 RI  https://t.co/faEo2rJDcT  #Viral #Lomba #HariKemerdekaan #HUTRI #17Agustus #Merdeka #Jokowi #Sragen #Jalanrusak;0;0;1;0;in;1,09526E+18;1,55796E+18;Hi_pontianak;https://twitter.com/Hi_pontianak/status/1557961558747058176
Wed Aug 10 03:34:02 +0000 2022;1,55721E+18;#jombang #jawatimur #puprjombang #perbaikanjalan #puprjombangperbaikijalan #jalanrusak #beritajombang #beritaViral #beritaterbaru #pemkabjombang #dinaspuprjombang Ruas Jalan Rusak Sentul-Kesamben Diperbaiki PUPR Jombang https://t.co/XktxeKa1gw;0;0;0;0;in;1464140299;1,55721E+18;jurnaljatimcom;https://twitter.com/jurnaljatimcom/status/1557208627064500224
Tue Aug 09 13:33:21 +0000 2022;1,557E+18;Ruas Jalan Desa Sumbersari - Kedaung, Kecamatan Sragi, Lampung Selatan, akhirnya dibangum mulus setelah 12 tahun rusak parah. #perbaikanjalan #jalanrusak #beritalampung #lampungpost https://t.co/Bm2VO5Dd55;0;0;0;0;in;9,61852E+17;1,557E+18;lampungpost_;https://twitter.com/lampungpost_/status/1556997059433332736
Mon Aug 08 07:31:07 +0000 2022;1,55654E+18;KONDISI infrastruktur jalan penghubung Kecamatan Abung Semuli dengan Abung Surakarta, Lampung Utara, sepanjang kurang lebih 10 km rusak parah dan penuh lubang.    #Lampungutara #infrastructure #Jalanrusak #Lampungpostid https://t.co/YA2D39REO8;0;0;0;0;in;1,07967E+18;1,55654E+18;lampungpostid;https://twitter.com/lampungpostid/status/1556543511788662785
Sun Aug 07 18:14:38 +0000 2022;1,55634E+18;#JalanRusak  #Pijay Ratusan meter jalan kabupaten di kawasan Nangroue Timu tepatnya Gampong Pantang Cot Baloi Kecamatan UIlim, Pidie Jaya, rusak parah.  https://t.co/gqp04AX2iE;0;0;0;0;in;4576140566;1,55634E+18;acehsatumedia;https://twitter.com/acehsatumedia/status/1556343071214039040
Sun Aug 07 13:53:47 +0000 2022;1,55628E+18;Jalan antara Kecamatan Abung Semuli dan Abung Surakarta, Lampung Utara, sepanjang 10 kilometer dalam kondisi rusak berat.   #Lampungutara #Jalanrusak #lampungpost https://t.co/MepU13PpvC;0;1;2;0;in;9,61852E+17;1,55628E+18;lampungpost_;https://twitter.com/lampungpost_/status/1556277426879348737
Fri Aug 05 00:36:58 +0000 2022;1,55535E+18;Meski Minim Anggaran, Gubernur Jabar Bakal Penuhi Janji Benahi Jalan Rusak https://t.co/mGmM3sc77V #PemprovJabar #JalanRusak #PerbaikanJalan;0;0;0;0;in;1,5259E+18;1,55535E+18;AyuPenari;https://twitter.com/AyuPenari/status/1555352126922305536
Thu Aug 04 11:07:44 +0000 2022;1,55515E+18;Jalan rusak parah Masih belum ada   tanggapan dari pemerintahan Lokasi jln alternatif lokasi jalan Dekat desa keresek cibatu garut.  #jalanrusak #jalanbolong #PUPRGARUT #infografis #humasjabar #infogarut #garutupdate @gosip_garut @garutupdate_ @infogarut @PemkabGarut @humasjabar https://t.co/ZNZVSKlmuR;0;3;0;8;in;1,41885E+18;1,55515E+18;AhmadkosasihCB;https://twitter.com/AhmadkosasihCB/status/1555148476916191232
Thu Aug 04 05:42:03 +0000 2022;1,55507E+18;Jalan Simpang Niam-Lubuk Kambing Diperbaiki, Pj Bupati Tebo: Masyarakat Jangan Persulit Pekerja   https://t.co/OkfXG3FghE via @tribunjambiku   #jalanrusak #simpangniam #pjbupatitebo;0;0;0;0;in;226039658;1,55507E+18;tribunjambiku;https://twitter.com/tribunjambiku/status/1555066514604453888
Wed Aug 03 09:58:02 +0000 2022;1,55477E+18;Komisi III DPRD Kabupaten Pasuruan Akan Usulkan PAK Perbaikan Jalan di Kedungboto.  Pasuruan (https://t.co/ksziGGG4m3) – Rusaknya jalan di Desa Kedungboto, Kecamatan Beji, Kabupaten… https://t.co/mrB6FM2QX8 #dprdpasuruan #jalanrusak #jatim #pasuruan #politikpemerintahan;0;0;0;0;in;21287066;1,55477E+18;beritajatimcom;https://twitter.com/beritajatimcom/status/1554768549238886402
Mon Aug 01 10:07:35 +0000 2022;1,55405E+18;Jalan Tak Kunjung Diperbaiki, Warga Pasuruan Tanam Pohon Pisang di 7 Titik.  Pasuruan (https://t.co/ksziGGG4m3) – Sudah tiga tahun jalan alternatif di Desa Kedungboto, Kecamatan Beji, Kabupaten… https://t.co/4oYhWJR5Bw #jalanrusak #jalanrusakpasuruan #jatim #pasuruan #peristiwa;0;0;0;0;in;21287066;1,55405E+18;beritajatimcom;https://twitter.com/beritajatimcom/status/1554046172666310657
Mon Aug 01 06:46:42 +0000 2022;1,554E+18;JALAN antarkecamatan yang menghubungkan Kecamatan Abung Selatan—Abung Semuli, Lampung Utara, sepanjang 10 kilometer (km) dalam kondisi rusak parah dan perlu perbaikan segera.    #Jalanrusak #Beritaterkini #Lampungpostid https://t.co/3GGV5H0Dp1;0;0;0;0;in;1,07967E+18;1,554E+18;lampungpostid;https://twitter.com/lampungpostid/status/1553995620146327552
Mon Jul 25 04:23:32 +0000 2022;1,55142E+18;Jalinsum Soekarno-Hatta, Kotabumi, Lampung Utara (Lampura) dilakukan perbaikan pekan lalu. Namun, pekerjaan itu dinilai tidak optimal karena masih terdapat sejumlah titik yang bergelombang.  #Jalanlintasumatera #Kotabumi #Jalanrusak #Lampungpost https://t.co/ihqYRf23am;0;0;0;0;in;9,61852E+17;1,55142E+18;lampungpost_;https://twitter.com/lampungpost_/status/1551422876246351873
Sun Jul 24 11:03:36 +0000 2022;1,55116E+18;Bupati Kediri : Kalau 2023 Jalan Masih Rusak, Jenengan Langsung Jewer Saya.  Kediri (https://t.co/ksziGGG4m3) – Bupati Kediri Hanindhito Himawan Pramana meminta maaf di hadapan ratusan… https://t.co/C3esyVLI7q #aksesjalan #bupatikediri #jalanrusak #kediri #politikpemerintahan;0;0;0;0;in;21287066;1,55116E+18;beritajatimcom;https://twitter.com/beritajatimcom/status/1551161167262785536
Sun Jul 24 06:58:50 +0000 2022;1,5511E+18;@ganjarpranowo @wonosobo #jalanrusak #lamuk #kaliwiro  2tahun jalan kearah sini ga ada perbaikan sama sekali https://t.co/6gOTUJnxeV;0;0;0;0;in;1,54781E+18;1,5511E+18;Sam_123456789;https://twitter.com/Sam_123456789/status/1551099570629001216
Sun Jul 24 06:40:10 +0000 2022;1,55109E+18;Jalan lingkar Kecamatan Wonosobo atau yang dikenal jalan Agro wisata kini kondisinya rusak dan berlubang dan mirip kubangan air saat hujan turun.  #jalanrusak #jalanagrowisata #lampungpost https://t.co/WEFnAZe1Wh;0;0;0;0;in;9,61852E+17;1,55109E+18;lampungpost_;https://twitter.com/lampungpost_/status/1551094872886902785
Sun Jul 24 02:59:59 +0000 2022;1,55104E+18;"Bak Kubangan Kerbau...""  #infobalaraja #balaraja #infoserbaraja #serbaraja #jalanrusak @ Info Balaraja https://t.co/aKXWlViK2Y""";0;0;0;0;in;1,12025E+18;1,55104E+18;infobalarajaa;https://twitter.com/infobalarajaa/status/1551039464415174656
Fri Jul 22 00:28:40 +0000 2022;1,55028E+18;Perbaikan Jalan Sedap Malam Telan Rp 9,2 M https://t.co/7M6niYgyoC #PerbaikanJalan #berita #nusabali #DinasPUPRDenpasar #JalanRusak;0;0;0;0;in;2655442453;1,55028E+18;nusabalicom;https://twitter.com/nusabalicom/status/1550276609038766081
Thu Jul 21 09:10:57 +0000 2022;1,55005E+18;Dua ruas jalan Provinsi Lampung yang berada di Kota Metro kini mulai diperbaiki.   #Kotametro #Jalanrusak #Jalanprovinsi #lampungpost https://t.co/ZnRAy0DsMI;0;0;0;0;in;9,61852E+17;1,55005E+18;lampungpost_;https://twitter.com/lampungpost_/status/1550045655187410945
Thu Jul 21 04:39:36 +0000 2022;1,54998E+18;Info Terkini, 21 Juli 2022  PPU-Kaltim Sepanjang 1.200 kilometer, ruas jalan di Kabupaten Penajam Paser Utara, 60 persen kondisinya mengalami rusak ringan hingga rusak parah  #infoterkini #mediapemersatubangsa #tvri #penajampaserutara #infoPPU #infrastruktur #jalanrusak #IKN https://t.co/ZYpWqWvrRN;0;0;0;0;in;7,67532E+17;1,54998E+18;TVRIKALTIM_;https://twitter.com/TVRIKALTIM_/status/1549977369774944257
Wed Jul 20 19:12:06 +0000 2022;1,54983E+18;Dana PEN Rp 155 M Cair, Puluhan Paket Perbaikan Jalan di Ponorogo Naik Lelang.  Ponorogo (https://t.co/ksziGGG4m3) – Tanda-tanda perbaikan jalan rusak di Kabupaten Ponorogo mulai terlihat.… https://t.co/Hkp6alc8aM #jalanrusak #jalanrusakponorogo #ponorogo #politikpemerintahan;0;0;0;0;in;21287066;1,54983E+18;beritajatimcom;https://twitter.com/beritajatimcom/status/1549834550854922240
Tue Jul 19 03:10:05 +0000 2022;1,54923E+18;7 titik jalan di Desa Karang Sidemen rusak parah, keamanan pengendara terancam #jalanrusak https://t.co/SHEEEul9Pa;0;0;0;0;in;79130206;1,54923E+18;jpnncom;https://twitter.com/jpnncom/status/1549230066613178368
Sat Jul 16 09:19:06 +0000 2022;1,54824E+18;Jalan karangbrai - payung kecamatan bodeh   @kabarpemalangID @Pemalangan  #pemalang  #jalanrusak https://t.co/btLCXYMSmN;1;2;1;1;in;579689695;1,54824E+18;maz_z4ky;https://twitter.com/maz_z4ky/status/1548235769109626881
Sat Jul 16 01:00:27 +0000 2022;1,54811E+18;Jalan As Beton Desa Suana - Tanglad Rusak https://t.co/rLul8nwoEH #berita #nusabali #JalanRusak #PemkabKlungkung #DesaSuana #DinasPUPRKlungkung #DesaTanglad;0;0;0;0;in;2655442453;1,54811E+18;nusabalicom;https://twitter.com/nusabalicom/status/1548110280244461568
Thu Jul 14 03:00:02 +0000 2022;1,54742E+18;Seorang Ibu nekat menggendong anaknya yang sakit sambil berjalan sejauh 3 Km menuju puskesmas akibat akses jalan yang rusak parah di Kab. Sikka, NTT. PAA  #Infrastruktur #Sikka #NTT #JalanRusak #AnakSakit #AksesJalan #LintasiNewsPagi #MNCTVNews https://t.co/uGckfBG70I;0;0;0;0;in;61377303;1,54742E+18;Lintas_MNCTV;https://twitter.com/Lintas_MNCTV/status/1547415594726727680
Sat Jul 09 10:45:46 +0000 2022;1,54572E+18;Sidoarjo - Wakil Bupati Sidoarjo H. Subandi SH membuat jalan rusak di Desa Tropodo, Kecamatan Waru, Jumat (08/6/22). #smashnews #beritaterbaru #beritaterkini #beritaterupdate #kabarterbaru #kabarterkini #jalanrusak #sidoarjo https://t.co/LNGL5OJfg2 https://t.co/bFhHi4kcyW;0;0;0;1;in;1,47327E+18;1,54572E+18;SmashNewsCorp;https://twitter.com/SmashNewsCorp/status/1545720862707306496
Fri Jul 08 09:15:05 +0000 2022;1,54534E+18;Wabup Subandi Sidak Jalan Rusak di Desa Tropodo Waru.  Sidoarjo (https://t.co/ksziGGG4m3) – Wakil Bupati Sidoarjo H. Subandi SH melakukan peninjauan jalan rusak di Desa Tropodo, Kecamatan Waru,… https://t.co/ZTpbGqA7VP #betonisasi #jalanrusak #pemkabsidoarjo #sidak #sidoarjo;0;0;0;0;in;21287066;1,54534E+18;beritajatimcom;https://twitter.com/beritajatimcom/status/1545335655978319872
Fri Jul 08 08:36:11 +0000 2022;1,54533E+18;Pemerintah Kecamatan Palas, Lampung Selatan, bersama masyarakat bergotong-royong menimbun kerusakan ruas jalan poros Kecamatan setempat, pada Jumat 8 Juli 2022.   #Lampungselatan #jalanrusak #perbaikanjalan #Lampungpost https://t.co/PLzDXOAtK9;0;0;0;0;in;9,61852E+17;1,54533E+18;lampungpost_;https://twitter.com/lampungpost_/status/1545325863650357248
Fri Jul 08 07:12:55 +0000 2022;1,5453E+18;Di foto sebelum Indonesia merdeka #pandeglang #Banten #Jalanrusak #Jokowi https://t.co/HsKc6cdOLi;0;1;0;0;in;1,07637E+18;1,5453E+18;erhijii;https://twitter.com/erhijii/status/1545304908353527808
Wed Jul 06 11:24:08 +0000 2022;1,54464E+18;2023, Banyumas Tak Dapat DAK Jalan dan Irigasi #JalanRusak #Nasional https://t.co/8RjpOJkqXT;0;0;0;0;in;3245882905;1,54464E+18;radarmasnetwork;https://twitter.com/radarmasnetwork/status/1544643355799425025
Tue Jul 05 08:06:50 +0000 2022;1,54423E+18;Pemkab Kudus Siapkan Anggaran Rp10 Miliar untuk Perbaikan Jalan Rusak #APBD #jalankabupaten #jalanrusak #Kudus https://t.co/MNHODvzOZl;0;0;0;0;in;1,47973E+18;1,54423E+18;HeraldJateng;https://twitter.com/HeraldJateng/status/1544231313523331075
Tue Jul 05 05:03:06 +0000 2022;1,54419E+18;Jalan Rusak Parah, Warga Kayong Utara Tambal Jalan Pakai Sabut dan Batang Kelapa https://t.co/M78H163ek4 lewat @Hi! Pontianak  #JalanRusak #Ukraine #warga #kayongutara #Jokowi #kalimantan #memur #PPKM #BUMN;0;0;0;0;in;1,09526E+18;1,54419E+18;Hi_pontianak;https://twitter.com/Hi_pontianak/status/1544185078070202368
Mon Jul 04 11:20:08 +0000 2022;1,54392E+18;Puluhan Tahun, Jalan “Tak Bertuan” di Cilacap Rusak #Cilacap #Gandrungmangu #JalanRusak https://t.co/TTvAhdNsz2;0;0;0;0;in;3245882905;1,54392E+18;radarmasnetwork;https://twitter.com/radarmasnetwork/status/1543917574399746055
Sun Jul 03 11:39:14 +0000 2022;1,54356E+18;Warga Lampung Barat mengharapkan adanya perbaikan ruas jalan Liwa-Sebelat. Sebab, kondisinya saat ini telah banyak berlubang.  #lampungbarat #perbaikanjalan #jalanrusak #lampungpost https://t.co/T9aGeTwfyC;0;0;0;0;in;9,61852E+17;1,54356E+18;lampungpost_;https://twitter.com/lampungpost_/status/1543559989910212608
Sat Jul 02 00:18:37 +0000 2022;1,54303E+18;Jalan Benyah Latig di Jembatan Batuagung Diperbaiki Swadaya https://t.co/DPEvqsH0HK #berita #nusabali #PemkabJembrana #DinasPUPRJembrana #JalanRusak #JembatanBatuagung  #PerbaikanJalan;0;0;0;0;in;2655442453;1,54303E+18;nusabalicom;https://twitter.com/nusabalicom/status/1543026318698508288
Fri Jul 01 08:51:11 +0000 2022;1,54279E+18;Warga masyarakat Jawa Tengah mengadu tentang kondisi kerusakan jalan. Bahkan, aduan yang dilayangkan masyarakat ke Pemprov Jateng itu tembus hingga 7.190 aduan.   Kamu, sudah mengadukan jalan rusak di rumahmu belum gengs?   #jalanrusak #jatenghariini  https://t.co/cClOPfOLny;0;0;0;1;in;1,43891E+18;1,54279E+18;katakutipcom;https://twitter.com/katakutipcom/status/1542792924835880960
Fri Jul 01 03:00:04 +0000 2022;1,5427E+18;Pemerintah Provinsi Jawa Tengah sudah menangani ribuan laporan jalan rusak dari aplikasi Jalan Cantik. #JalanRusak https://t.co/2XKqdJ3C4R;0;0;0;2;in;79130206;1,5427E+18;jpnncom;https://twitter.com/jpnncom/status/1542704561626189824
Thu Jun 30 11:37:16 +0000 2022;1,54247E+18;Pemerintah Desa Sumbersari, Kecamatan Sragi, Lampung Selatan, bersama warga setempat memberi ultimatum proyek peningkatan ruas Jalan Desa Kedaung-Sumbersari, Kecamatan Sragi. #jalanrusak #infrastructure #lampungpost https://t.co/DyXxcD8ozj;0;0;0;0;in;9,61852E+17;1,54247E+18;lampungpost_;https://twitter.com/lampungpost_/status/1542472332119506944
Tue Jun 28 05:36:30 +0000 2022;1,54166E+18;Ruas Jalan Menuju Bandara Ngurah Rai Rusak https://t.co/oqfbXvYneb #BandaraNgurahRai #berita #nsuabali #KTTG20 #JalanRusak;0;0;0;0;in;2655442453;1,54166E+18;nusabalicom;https://twitter.com/nusabalicom/status/1541656764936241153
Mon Jun 27 23:39:56 +0000 2022;1,54157E+18;Jalan Jebol di Pejeng Akhirnya Dibangun https://t.co/XtnFZYd2wo #berita #nusabali #DesaPejeng #JalanRusak #PerbaikanJalan #DinasPUPRGianyar #PemkabGianyar;0;0;0;0;in;2655442453;1,54157E+18;nusabalicom;https://twitter.com/nusabalicom/status/1541567034370461697
Mon Jun 27 02:38:15 +0000 2022;1,54125E+18;Jalan Desa Long Beluah Diprioritaskan Tahun Depan  #perbaikanjalan #jalanrusak #aksesjalan #bulungan #kaltara #infokaltara #beritakaltara #korankaltara  https://t.co/aCaCRJiEED https://t.co/3vfjtVblXR;0;0;0;0;in;1,08407E+18;1,54125E+18;Koran_Kaltara;https://twitter.com/Koran_Kaltara/status/1541249519693750272
Sat Jun 25 10:02:21 +0000 2022;1,54064E+18;Yanuar Prihatin: Jangan Sampai Bangun Jalan Baru, Tapi Jalan yang Lama Ancur-Ancuran  @YanuarPrihatin1 @PKBKuningan #jalanrusak #Pembangunan  https://t.co/Ek0niv9H4w;0;0;0;0;in;8,40883E+17;1,54064E+18;kuninganreligi;https://twitter.com/kuninganreligi/status/1540636508235124736
Thu Jun 23 22:20:14 +0000 2022;1,5401E+18;Selesai Lelang, Jalur Lingkar Selatan Sumpiuh-Tambak Segera Diperbaiki #Banyumas #JalanRusak #Sumpiuh #Tambak https://t.co/nEdKj6CzSy;0;0;0;0;in;3245882905;1,5401E+18;radarmasnetwork;https://twitter.com/radarmasnetwork/status/1540097423355281410
Thu Jun 23 07:18:36 +0000 2022;1,53987E+18;Jalan Desa di Banjarnegara Mulai Rusak, Desa Berharap Pemkab Turun Tangan #Banjarnegara #JalanRusak https://t.co/tITgkaqkBT;0;0;0;0;in;3245882905;1,53987E+18;radarmasnetwork;https://twitter.com/radarmasnetwork/status/1539870523844284417
Wed Jun 22 10:42:53 +0000 2022;1,53956E+18;Masyarakat Kecamatan Metro Barat, Kota Metro, berupaya untuk memperbaiki jalan rusak di Jalan Soekarno-Hatta secara swadaya. #jalanrusak #jalanrusakmetro #infrastruktur #lampungpost https://t.co/y8NBLHSEJS;0;0;0;0;in;9,61852E+17;1,53956E+18;lampungpost_;https://twitter.com/lampungpost_/status/1539559545567330305
Tue Jun 21 09:04:50 +0000 2022;1,53917E+18;Kondisi jalan menuju SMAN 1 Natar, Puskesmas Natar, dan perkantoran koordinator Dinas Pendidikan Kabupaten Lampung Selatan wilayah Natar kondisinya rusak parah.   #Jalanrusak #Infrastruktur #lampungpost https://t.co/zRF4hyYjEb;0;0;0;0;in;9,61852E+17;1,53917E+18;lampungpost_;https://twitter.com/lampungpost_/status/1539172480967147520
Mon Jun 20 04:19:24 +0000 2022;1,53874E+18;RUAS jalan utama menuju Desa Pematangbaru, Kecamatan Palas, Lampung Selatan, kian memprihatinkan setelah hujan mengguyur dalam beberapa hari terakhir.   #Jalanrusak #perbaikanjalan #Lampungselatan #Lampungpostid https://t.co/qRaBOCSGzI;0;0;0;0;in;1,07967E+18;1,53874E+18;lampungpostid;https://twitter.com/lampungpostid/status/1538738261468004352
